S. No.,Gujarati - Hindi Name,English Name,MP3 URL,PDF URL
393,જય સચ્ચિદાનંદ (૨) - ભીષણ રાત્રિ ને ઘોર,Jay Sachchidanand (2) - Bhishan Ratri Ne Ghor,https://archive.org/download/KavirajPad/Jay%20Sacchidanand%20-%20Bhishan%20Ratri.mp3,https://archive.org/download/KavirajPadLyrics/Jay%20sachchidanand%20!%20bhishan%20ratri-20-08.pdf
394,"જય સચ્ચિદાનંદ (૨), અમને ભેટ્યાં શ્રી દાદા","Jay Sachchidanand (2), Amne Bhetya Shri Dada",https://archive.org/download/KavirajPad/Amane%20Bhtya%20Shri%20Dada.mp3,https://archive.org/download/KavirajPadLyrics/Jay%20sachchidanand%20!%20amne%20bhetya-20-06.pdf
395,જય સચ્ચિદાનંદ અભેદા ગૂંજે સ્વર બ્રહ્માંડમાં,Jay Sachchidanand Abheda Gunje Svar Brahmandma,https://archive.org/download/KavirajPad/Jay%20Sachchidanand%20Abheda.mp3,https://archive.org/download/KavirajPadLyrics/Jay%20Sachchidanand%20Abheda.pdf
396,જય સચ્ચિદાનંદ જગત કલ્યાણ હો,Jay Sachchidanand Jagat Kalyan Ho,https://archive.org/download/KavirajPad/Jay%20Sacchidanand%20-%20Jagat%20Kalyan.mp3,"https://archive.org/download/KavirajPadLyrics/Jay%20sachchidanand,%20jagt%20kalyan%20%20ho-19-11.pdf"
397,"જય સચ્ચિદાનંદ, મૂળ આદિ જીણંદ","Jay Sachchidanand, Mul Aadi Jinand",https://archive.org/download/KavirajPad/Jay%20Sacchidanand%20Mul%20Aadi%20Jinand.mp3,https://archive.org/download/KavirajPadLyrics/page_0615.pdf
398,જયકાર થાય ને 'દાદા' દેખાય,Jaykar Thay Ne 'Dada' Dekhay,https://archive.org/download/KavirajPad/Jayakar%20Thay%20Ne%20Dada%20Dekhay.mp3,https://archive.org/download/KavirajPadLyrics/CD70-06%20Jaykar%20Thay%20Ne%20Dada%20Dekhay.pdf
399,"જે આપ્તસુત્રો, નીકળ્યાં શ્રીમુખે, ઝર્યાં","Je Aaptsutro Nikalya Shrimukhe, jarya",https://archive.org/download/KavirajPad/Je%20Aapta%20Sutro%20Nikalya.mp3,https://archive.org/download/KavirajPadLyrics/page_0672.pdf
400,જે આપ્તસુત્રો ટચુકડાં પણ હોય,Je Aaptsutro tachukada Pann Hoy,https://archive.org/download/KavirajPad/Je%20Apatasutro%20Tachukada.mp3,https://archive.org/download/KavirajPadLyrics/Je%20Aaptsutro%20tachukada%20Pann%20Hoy.pdf
401,"જે અવળું સવળું થાય છે, એ પહેલાંનાં છે","Je Avalu Savlu Thay Chhe, Eh Pahelana Chhe",https://archive.org/download/KavirajPad/Je%20Avalu%20Savlu%20Thay%20chhe.mp3,"https://archive.org/download/KavirajPadLyrics/Je%20Avalu%20Savlu%20Thay%20Chhe,%20Eh%20Pahelana%20Chhe.pdf"
402,જે દિવસે 'જયકાર' ગૂંજશે,Je Divase 'Jaykar' Gunjshe,https://archive.org/download/KavirajPad/Je%20Divase%20Jaykar%20Gunjashe.mp3,https://archive.org/download/KavirajPadLyrics/page_0538.pdf
403,"જે ઘરમાં સારો છે વ્યવહાર, તે ઝુંપડું","Je Gharama Saro Chhe Vyavhar, Te Jupadu",https://archive.org/download/KavirajPad/13%20Je%20Gharman%20Saro%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Je%20gharama%20saro%20chhe%20vyavahar-02-13.pdf
404,"જે સુત્રો, આપ્ત-શ્રીમુખે, ઝર્યા (ગઝલ)","Je Sutro, Apt-Shrimukhe, jarya (gazal)",https://archive.org/download/KavirajPad/Je%20Sutro%20Aapta%20Shreemukhe.mp3,https://archive.org/download/KavirajPadLyrics/page_0653.pdf
405,"જે વાણી મનમાં ઘૂંટાણી, અને જો બહાર","Je Vani Manma Ghutani, Ane Jo Bahar",https://archive.org/download/KavirajPad/Je%20Vani%20Manama%20Ghutani%20-%20PARAYUSHAN.mp3,"https://archive.org/download/KavirajPadLyrics/Je%20Vani%20Manma%20Ghutani,%20Ane%20Jo%20Bahar.pdf"
406,જેમ એક ને એકનો સરવાળો,Jem Aek Ne Aekno Saravalo,https://archive.org/download/KavirajPad/82_7_Jem%20ek%20ne%20ek%20nau%20sarvaaLo.mp3,https://archive.org/download/KavirajPadLyrics/82_7_Jem%20ek%20ne%20ek%20nau%20sarvaaLo.pdf
407,જેનાં વાણી વર્તન ને વિનય છે મનોહર,Jena Vani Vartan Ne Vinay Chhe Manohar,https://archive.org/download/KavirajPad/Jena%20Vani%20Vartan%20Ne%20Vinay%20Chhe.mp3,"https://archive.org/download/KavirajPadLyrics/Jena%20vani,%20vartan%20ne%20vinay%20chhe-18-02.pdf"
408,,Jene Aadi Yaato,https://archive.org/download/KavirajPad/85_8_Jene%20Aadi%20Yaato%20.mp3,https://archive.org/download/KavirajPadLyrics/85_8_Jene%20Aadi%20Yaato%20.pdf
409,જેને કોઈ અપેક્ષા જ નહીં,Jene Koi Apeksha J Nahi,https://archive.org/download/KavirajPad/Jene%20Koi%20Apeksha%20Ja%20Nahi.mp3,https://archive.org/download/KavirajPadLyrics/jene%20koi%20apeksha%20j%20nahi-18-03.pdf
410,જેની છાયામાં ઠરતાં તન-મન,Jeni Chhayama Tharata Tan-Man,https://archive.org/download/KavirajPad/89_10_Jeni%20Chhaayama%20tharata.mp3,https://archive.org/download/KavirajPadLyrics/89_10_Jeni%20Chhaayama%20tharata.pdf
411,જેની માત્ર સ્મૃતિથી જ સભર થાય આત્મા,Jeni Matra Smrutithi J Sabhar Thay Atma,https://archive.org/download/KavirajPad/Je%20Ni%20Matra%20Smrutithi%20Ja.mp3,https://archive.org/download/KavirajPadLyrics/page_0411.pdf
412,જેની રે સંતો કોટિ જન્મોની પુન્યૈ જાગે રે,Jeni Re Santo Koti Janmoni Punyey Jage Re,https://archive.org/download/KavirajPad/2%20Jenire%20Santo%20Koti%20Janmoni.mp3,https://archive.org/download/KavirajPadLyrics/Jeni%20re%20santo-02-02.pdf
413,જેની સ્મૃતિથી ઊરનું એકાંત થાય સમૃદ્ધ,Jeni Smrutithi Urnu Ekant Thay Samrudh,https://archive.org/download/KavirajPad/Jeni%20Smrutithi%20Urnu.mp3,https://archive.org/download/KavirajPadLyrics/CD62-01%20Jeni%20Smruti%20Thi%20Urnu.pdf
414,"જેની ઉપર ચીઢ ચડે છે, ત્યાં જ ભયસ્થાન",Jeni Upar Chidha Chade Chhe Tyanj,https://archive.org/download/KavirajPad/83_9_Jeni%20Upar%20Chid%20Chadhe.mp3,https://archive.org/download/KavirajPadLyrics/83_9_Jeni%20Upar%20Chid%20Chadhe.pdf
415,"જેનો જન્મ સ્વભાવ છે, તે ન કદી બદલાય","Jeno Janma Swabhav Chhe, te Kadi Badalay",https://archive.org/download/KavirajPad/Jeno%20Janm%20Svabhav%20Chhe%20Te.mp3,https://archive.org/download/KavirajPadLyrics/jeno%20janma%20svbhav%20che.pdf
416,જેનો કોઈ શીષ્ય નથી,Jeno Koi Shishya Nathi,https://archive.org/download/KavirajPad/Jeno%20Koi%20Shishya%20Nathi.mp3,https://archive.org/download/KavirajPadLyrics/Jeno%20Koi%20Shishya%20Nathi.pdf
417,જેવી અંદર 'બિલીફ' તેવું બહારે,Jevi Andar Bilif Tevu Bahre Va,https://archive.org/download/KavirajPad/88_3_Jevee%20andar%20bileef%20tevu.mp3,https://archive.org/download/KavirajPadLyrics/88_3_Jevee%20andar%20bileef%20tevu.pdf
418,જેવી જેની વૃત્તિ જ્યાં ચોંટ છે ત્યાંજ ચીટકતી,Jevi Jeni Vrutti Jyan Chont Chhe Tyanj,https://archive.org/download/KavirajPad/86_7_Jevi%20Jeni%20Vrutti%20Jya%20Chont.mp3,https://archive.org/download/KavirajPadLyrics/86_7_Jevi%20Jeni%20Vrutti%20Jya%20Chont.pdf
419,જેવું જુએ તેવું શીખે પુદગલ સ્વભાવથી,Jevu Jue Tevu Shikhe Pudagal Swabhavathi,https://archive.org/download/KavirajPad/Jevu%20Juae%20Tevu%20Shikhe.mp3,https://archive.org/download/KavirajPadLyrics/Jevu%20juve%20tevu%20shikhe-15-06.pdf
420,જીહાં અનંત રોગનું મૂળ ઊખડીયું,Jiha Anth Rognu Mul Ukhadiyu,https://archive.org/download/KavirajPad/4%20Jinha%20Anant%20Rognu%20Mul.mp3,https://archive.org/download/KavirajPadLyrics/Jiha%20anant%20rognu%20mul-01-04.pdf
421,જિંદગી જિવાય છે સહારે-સહારે,Jindgi Jivay Chhe Sahare-Sahar,https://archive.org/download/KavirajPad/88_8_Jindagi%20jivaay%20chhe%20sahaare.mp3,https://archive.org/download/KavirajPadLyrics/88_8_Jindagi%20jivaay%20chhe%20sahaare.pdf
422,जीसने राग-द्वेष कामादिक,Jisne Ragdvesh Kamadik,https://archive.org/download/KavirajPad/Jisane%20Rag%20Dwesh%20Kamadik.mp3,https://archive.org/download/KavirajPadLyrics/Jisne%20rag-dvesh%20kamadik%20jite-24-04.pdf
423,"જીવનની તત્વ-લક્ષી ગઝલ, અનાદિથી","Jivanni tatva-Lakshi Gazal, Anadithi",https://archive.org/download/KavirajPad/Jeevan%20Ni%20Tatva%20lakshi%20Gazal.mp3,https://archive.org/download/KavirajPadLyrics/CD68-03%20Jivanni%20tatv%20Laxi%20Gazal.pdf
424,જીવી જાણ્યો છે અસંગજ,Jivi Janyo Chhe Asangaj,https://archive.org/download/KavirajPad/Jivi%20Janyo%20Chhe%20Asanga%20Ja.mp3,https://archive.org/download/KavirajPadLyrics/jiv%20janyo%20chhe.pdf
425,જિયો અજન્મા સમયસાર રે,Jiyo Ajanma Samaysar Re,https://archive.org/download/KavirajPad/Jiyo%20A-Janma%20Samay%20Sar%20Re.mp3,https://archive.org/download/KavirajPadLyrics/Jiyo%20ajanma%20samyasar-36-13.pdf
426,जुगनू की ज़रूर नहीं,Jugnu Ki Jarur Nahi,https://archive.org/download/KavirajPad/Jugnu%20Ki%20Jarur%20Nahi.mp3,https://archive.org/download/KavirajPadLyrics/jugnu%20ki%20jarur%20nahi-35-07.pdf
427,"જંગલમાં ફૂલ જુએ, માણસ દેખાય નહીં","Junglema Phul Jue, Manas Dekhaay Nahi",https://archive.org/download/KavirajPad/Jangal%20Ma%20Ful%20Jue.mp3,"https://archive.org/download/KavirajPadLyrics/Junglema%20Phul%20Jue,%20Manas.pdf"
428,"જુઓ, સતસંગનું મહાતમ સમજાય છે",Juo Satsangnu Mahatam Samjaay Chhe,https://archive.org/download/KavirajPad/Juvo%20Satsangnu%20Mahatam.mp3,https://archive.org/download/KavirajPadLyrics/Juo%20satsangnu%20mahatam%20samjay%20chhe-33-02.pdf
429,"જ્યાં 'ભય' પામે છે બાળક-સ્ત્રી, નક્કી",Jya Bhay Pamechhe Balak Stri Nakki,https://archive.org/download/KavirajPad/85_7_Jya%20Bhay%20Paame%20chee%20BaaLak-Stri.mp3,https://archive.org/download/KavirajPadLyrics/85_7_Jya%20Bhay%20Paame%20chee%20BaaLak-Stri.pdf
430,"જ્યાં સુધી આપણામાં, રહ્યો છે અહંકાર","Jya Sudhi Apnama, Rahyo Chhe Ahankar",https://archive.org/download/KavirajPad/Jya%20Sudhi%20Aapanama.mp3,https://archive.org/download/KavirajPadLyrics/page_0332.pdf
431,"જ્યાં સુધી દાદા જાતે, હોય ત્યાં સુધી છે","Jya Sudhi Dada Jaate, Hoy Tya Sudhi Chhe",https://archive.org/download/KavirajPad/Jyan%20Sudhi%20Dada%20Jate.mp3,https://archive.org/download/KavirajPadLyrics/page_0719.pdf
432,કા....ગળ લઈને બેઠી છું,Ka….Gal Laine Bethi Chhu,https://archive.org/download/KavirajPad/Kagar%20Layine%20Bethhi%20Chhu.mp3,https://archive.org/download/KavirajPadLyrics/Ka….Gal%20Laine%20Bethi%20Chhu.pdf
433,કાચનાં વાસણ જેવું છે માનવીનું મનડું,Kachana Vasan Jevu Chhe Manvinu Manndu,https://archive.org/download/KavirajPad/Kachna%20Vasan%20Jevu%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Kachana%20vasna%20jevu%20chhe-09-10.pdf
434,"કાજળમાંથી પૂનમ પ્રગટાવે, એ સંગમેશ્વરને","Kajalmathi Punam Pragtave, Eh Sangmeshwarne",https://archive.org/download/KavirajPad/Kajal%20Manthi%20Punam%20Pragtave.mp3,https://archive.org/download/KavirajPadLyrics/Kajalmathi%20poonam%20pragatave-%2020-04.pdf
435,"કાળી ચૌદશ ને તેમાં વળી રવિવાર, જ્ઞાનીપુરુષ",Kali Chaudas Ne Tema Vari Ravivar,https://archive.org/download/KavirajPad/84_6_KaLi%20Caudas%20ne%20Tema%20vaLi%20Ravivaar.mp3,https://archive.org/download/KavirajPadLyrics/84_6_KaLi%20Caudas%20ne%20Tema%20vaLi%20Ravivaar.pdf
436,"કળીકાળની છે અચરજ, પૈસા પૂજાય","Kalikalni Chhe Acharaj, Paisa Pujya",https://archive.org/download/KavirajPad/Kali%20Kalni%20Chhe%20Acharaj%20Paisa.mp3,https://archive.org/download/KavirajPadLyrics/page_0424.pdf
437,"કળજગમાં વીપરીત લોકે, ઘરની જ","Kaljagma Viparit Loke, Gharni J",https://archive.org/download/KavirajPad/Kaljagma%20Viprit%20Loke%20Gharnij.mp3,"https://archive.org/download/KavirajPadLyrics/Kaljagma%20Viparit%20Loke,.pdf"
438,કલ્કી અવતાર આલમે,Kalki Avatar Aalme,https://archive.org/download/KavirajPad/Kalki%20Avatar%20Aalame.mp3,https://archive.org/download/KavirajPadLyrics/kalki%20avtar%20aalme.pdf
439,"કાળની બલીહારી, શ્રુતજ્ઞાની મનોહારી","Kalni Balihari, Shrutgnani Manohari",https://archive.org/download/KavirajPad/Kalni%20Balihari.mp3,https://archive.org/download/KavirajPadLyrics/Kalni%20balihari-17-02.pdf
440,કલ્યાણ કરતો જાય,Kalyan Karto Jay,https://archive.org/download/KavirajPad/Kalyan%20Karato%20Jay%20Nirpexi.mp3,https://archive.org/download/KavirajPadLyrics/Kalyan%20karto%20jay-42-05.pdf
441,"કંઠે ભરીયાં પુસ્તક ભણતર, પણ પાયા","Kanthe Bariya Pustak Bantar, Pan Paya",https://archive.org/download/KavirajPad/Kanthe%20Bhariya%20Postak%20Bhanatar.mp3,"https://archive.org/download/KavirajPadLyrics/Kanthe%20Bariya%20Pustak%20Bantar,%20(1).pdf"
442,કંઠે બીરાજો હે દાદા,Kanthe Birajo Hey Dada,https://archive.org/download/KavirajPad/Kanthe%20Birajo%20He%20Dada.mp3,https://archive.org/download/KavirajPadLyrics/Kanthe%20birajo-23-02.pdf
443,"કાનુડો બંસી છેડે રે, સૂણે છે આખું યે","Kanudo Bansi Chhede Re, Sune Chhe Aakhu Ye",https://archive.org/download/KavirajPad/7%20Kanudo%20Bansi%20Chhede%20Re.mp3,https://archive.org/download/KavirajPadLyrics/Kanudo%20bansi%20chhede%20re-02-07.pdf
444,"કરમ બંધાય છે ત્યારે, ખબર પડતી નથી કોઈને","Karam Bandhay Chhe Tyare, Khabar Padti Nathi Koine",https://archive.org/download/KavirajPad/Karam%20Bandhay%20Chhe%20Tyare.mp3,https://archive.org/download/KavirajPadLyrics/Karam%20bandhay%20chhe%20tyare-18-07.pdf
445,કારણ-કાર્યનું રૂપાંતર,Karan karynu rupantar,https://archive.org/download/KavirajPad/Karan%20Karyanu%20Rupantar.mp3,https://archive.org/download/KavirajPadLyrics/Karan-karynu%20rupantar-16-03.pdf
446,"કરાર-કુદરત, નીયમ-બંધી, નીમીત્ત","Karar-Kudrat, Niyam-Bandhi, Nimitt",https://archive.org/download/KavirajPad/Karar%20Kudarat%20Niyam%20Bandhi.mp3,"https://archive.org/download/KavirajPadLyrics/Karar-Kudrat,%20Niyam-Bandhi,.pdf"
447,"કર્મોનાં સ્થાનો ભારી-ઊંડાં, જ્યાં ડૂબો ત્યાં","Karmona Sthano Bhari-Unda, Jya Dubo Tya",https://archive.org/download/KavirajPad/Karmo%20Sthano%20Bhari%20Unda.mp3,"https://archive.org/download/KavirajPadLyrics/Karmona%20Sthano%20Bhari-Unda,.pdf"
448,"કાર્તિક સુદ ચૌદશ મધરાત્રી, પરમ મહોત્સવ","Kartik Sudh Chaudash Madhratri, Param Mahotsav",https://archive.org/download/KavirajPad/Kartik%20Sud%20Chaudas%20Madhratri.mp3,"https://archive.org/download/KavirajPadLyrics/Kartik%20Sudh%20Chaudash%20Madhratri,.pdf"
449,"કર્યું, કાર્વ્યું, અનુમોદ્યું",Karyu Kravyu Anumohdhyu,https://archive.org/download/KavirajPad/Karyu%20Karvyu%20Anumodyu.mp3,https://archive.org/download/KavirajPadLyrics/page_0346.pdf
450,કષાય - ભાવે સ્થૂળ વાણીથી,Kashay Bhave Sthul Vanithi,https://archive.org/download/KavirajPad/8%20Kashay%20Bhave%20Sthul%20Vani.mp3,https://archive.org/download/KavirajPadLyrics/page_0032.pdf
451,કષાયી વાણી ને વર્તન મોટી હીંસા,Kashayi Vani Ne Vartan Moti Hinsa,https://archive.org/download/KavirajPad/Kashayi%20Vani%20Ne%20Vartan.mp3,https://archive.org/download/KavirajPadLyrics/Kashayi%20vani%20ne%20vartan-08-07.pdf
452,કથણી સાથે વર્તન બંને હોય,Kathani Sathe Vartan Banne Hoy,https://archive.org/download/KavirajPad/Kathani%20Sathe%20Vartan.mp3,https://archive.org/download/KavirajPadLyrics/page_0152.pdf
453,કવીની કરજો કવ્વાલી થબાકાં સંગ દઈ,Kavini Karjo Kawali Thabakan Sang Dai,https://archive.org/download/KavirajPad/Kavi%20Ni%20Karajo%20Kavvali%20Thabaka%20Dai.mp3,https://archive.org/download/KavirajPadLyrics/Kavini%20karjo%20kavvali-56-06.pdf
454,કાયા ફૂલની રે,Kaya Fulni Re,https://archive.org/download/KavirajPad/Kaya%20Phulni%20Re.mp3,https://archive.org/download/KavirajPadLyrics/Kayaa%20phulni%20re-59-06.pdf
455,"કેમ રે વીસારી? વ્હાલા, કેમ રે","Kem Re Visari? Vahla, Kem Re",https://archive.org/download/KavirajPad/Kem%20Re%20Visari%20-%20Vhala.mp3,https://archive.org/download/KavirajPadLyrics/Kem%20Re%20Visari%20Vahla.pdf
456,કેસરિયા વીરનાં યા હોમ,Kesariya Veerna Ya Home,https://archive.org/download/KavirajPad/Kesariya%20Virna%20Ya%20Hom.mp3,https://archive.org/download/KavirajPadLyrics/page_0756.pdf
457,"કેવળ પ્રેમની જીવતી-મૂર્તી, જ્ઞાનીપુરૂષની","Keval Premni Jivti-Murti, Gnanipurushni",https://archive.org/download/KavirajPad/Keval%20Premni%20Jivati%20Murti.mp3,https://archive.org/download/KavirajPadLyrics/page_0630.pdf
458,કેવલ સત ગુરૂ બ્રહ્મા વિષ્ણુ,Keval Satt Guru Brahma Vishnu,https://archive.org/download/KavirajPad/Keval%20Satguru%20-%20Dada%20Bhagavan%20Mukta%20Purush.mp3,https://archive.org/download/KavirajPadLyrics/page_0680.pdf
459,ખીલ્લે બંધી ગાયને કોઈ 'દિ ના મરાય,Khille Bandhi Gay Ne Koi Di Na,https://archive.org/download/KavirajPad/88_4_Khille%20bandhi%20gaayane%20koi%20di%20naa%20maraay.mp3,https://archive.org/download/KavirajPadLyrics/88_4_Khille%20bandhi%20gaayane%20koi%20di%20naa%20maraay.pdf
460,ખૂદાઈ મંત્રને પઢતાં મળ્યો છે હાથ મૂળ-મુદ્દો,Khudayi Mantrane Padhtaan Malyo Chhe Haath Mul-Muddo,https://archive.org/download/KavirajPad/Khudai%20Mantr%20Ne%20Padhata.mp3,https://archive.org/download/KavirajPadLyrics/Khudayi%20Mantrane%20Padhtaan%20Malyo.pdf
461,ખૂલ્લી સડક પરમાર્થની 'અક્રમ' માર્ગ,Khulli Sadak Paramarthni 'Akram' Marg,https://archive.org/download/KavirajPad/Khulli%20Sadak%20Parmarth.mp3,https://archive.org/download/KavirajPadLyrics/Khulli%20Sadak%20Paramarthni%20'.pdf
462,કીર્તન તમારાં કુંજતાં,Kirtan Tamara Kunjata,https://archive.org/download/KavirajPad/Kirtan%20Tamara%20Kunjata.mp3,https://archive.org/download/KavirajPadLyrics/Kirtan%20tamara%20kunjta-20-05.pdf
463,किसीके काम जो आये,Kisi Ke Kaam Jo Aaye,https://archive.org/download/KavirajPad/Kisike%20Kam%20Jo%20Aaye.mp3,https://archive.org/download/KavirajPadLyrics/page_0491.pdf
464,કિસ્મતના રંગ છે ન્યારા,Kismatna Rang Chhe Nyara,https://archive.org/download/KavirajPad/Kishmatna%20Rang%20Chhe%20Nyara.mp3,https://archive.org/download/KavirajPadLyrics/page_0448.pdf
465,કોડાકોડી વર્ષો બાદ જાગૃતિ રે,Kodakodi Varsho Baad Jagruti Re,https://archive.org/download/KavirajPad/09%20Koda%20Kodi%20Varsho%20Bad.mp3,https://archive.org/download/KavirajPadLyrics/CD65-09%20Koda%20Kodi%20Varso%20Bad.pdf
466,"कोई अंग शरीरका कटे, तो जैसा दुःख होता है","Koi Ang Sharirka Kate, Toh Jaisa Dukh Hota Hai",https://archive.org/download/KavirajPad/Koi%20Ang%20Sharir%20Ka%20kate.mp3,"https://archive.org/download/KavirajPadLyrics/Koi%20Ang%20Sharirka%20Kate,.pdf"
467,કોઈ બાહ્ય-ચીજ વીના ઠારે છે જે આત્મા,Koi Bahy-Chij Vina Thare Che Je Atma,https://archive.org/download/KavirajPad/Koi%20Bahya%20Chij%20Vina.mp3,https://archive.org/download/KavirajPadLyrics/page_0326.pdf
468,કોઈ જક્કે ચઢે ત્યારે છોડી દઈએ,Koi Jakke Chade Tyare Chhodi Dayiye,https://archive.org/download/KavirajPad/Koi%20Jakke%20Chadhe%20Tyare.mp3,https://archive.org/download/KavirajPadLyrics/Koi%20jakke%20chadhe%20tyare-70-09.pdf
469,કોઈ કોઈનું નથી રે (કોરસ),Koi Koinu Nathi Re (Chorus),https://archive.org/download/KavirajPad/Koi%20Koinu%20Nathi%20Re.mp3,https://archive.org/download/KavirajPadLyrics/page_0193.pdf
470,કોઈ પણ વાંધો ઉઠાવે,Koi Pann Vandho Uthave,https://archive.org/download/KavirajPad/Koi%20Pan%20Vandho%20Uthave.mp3,https://archive.org/download/KavirajPadLyrics/Koi%20pan%20vandho%20uthave-12-04.pdf
471,"કોઈના યે દોષો જોવાથી, પોતાને છે નૂકશા ની","Koina Ye Dosho Jovathi, Potane Chhe Nuksha Ni",https://archive.org/download/KavirajPad/11%20Koinaye%20Dosho%20Jovathi.mp3,https://archive.org/download/KavirajPadLyrics/Koinaye%20dosho%20jovathi-02-11.pdf
472,"કોઈને દુઃખ દેવાનો, થયો જે 'ભાવ'","Koine Dukh Devano, Thayo Je 'Bhav'",https://archive.org/download/KavirajPad/Koine%20Dukh%20Devano.mp3,https://archive.org/download/KavirajPadLyrics/Koine%20dukh%20devano-09-05.pdf
473,કોઈને કોઈનું ઊપરીપણું ફાવતું જ નૈય,Koine Koinu Uparipanu Favatu j,https://archive.org/download/KavirajPad/88_10_Koine%20koinu%20upkari%20paNu.mp3,https://archive.org/download/KavirajPadLyrics/88_10_Koine%20koinu%20upkari%20paNu.pdf
474,કોઈનીયે સાથે મતભેદ પડે ત્યારે,Koiniye Sathe Mattbhed Pade Tyare,https://archive.org/download/KavirajPad/Koiniye%20Sathe%20Matbhed%20Pade.mp3,https://archive.org/download/KavirajPadLyrics/page_0726.pdf
475,કોમી એખલાસનો સંધિ-કાળ સમંવય,Komi Ekhlasno Sandhi-Kal Sammvya,https://archive.org/download/KavirajPad/Komi%20Aekhalasno.mp3,https://archive.org/download/KavirajPadLyrics/page_0268.pdf
476,કોણ જાણે! કેમ હવે મોક્ષ વર્તાય છે,Kon Jane Kem Haave Moksh Vartay Chhe,https://archive.org/download/KavirajPad/Kon%20Jane%20Kem%20Ahin%20Moksh.mp3,https://archive.org/download/KavirajPadLyrics/Kon%20jane%20kem%20ahi-08-02.pdf
477,કોની આ કરામત છે? મૌલવી મુંઝાય,Koni Aa Karamat Che? Maulvi Munjay,https://archive.org/download/KavirajPad/Koni%20Aa%20Karamat%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Koni%20Aa%20Karamat%20Che.pdf
478,"कोट टोपी वाले, दादाजी हमारे, हम है तुम्हारे","Kot Topi Vale, Dadaji Hamare, Hum Hai Tumhare",https://archive.org/download/KavirajPad/Kot%20Topi%20Vale%20Dadaji%20Hamare.mp3,https://archive.org/download/KavirajPadLyrics/page_0594.pdf
479,ક્રમને મારગ કઠીનતા,Kramne Marag Kathinta,https://archive.org/download/KavirajPad/Kram%20Ne%20Marg%20Kathinta.mp3,https://archive.org/download/KavirajPadLyrics/Kramne%20Marag%20Kathinta.pdf
480,"કૃષ્ણ ભગવાન ઉવાચ, મૂર્ત-પ્રગટ","Krushna Bhagwan Uvach, Murt-Pragat",https://archive.org/download/KavirajPad/Krushn%20Bhagavan%20Uvach.mp3,https://archive.org/download/KavirajPadLyrics/Krushna%20bhagwan%20uvach-67-01.%20S-add%20line%20pl.pdf
481,"કુબુદ્ધિ પાપ બાંધે છે, જે ફફડાવે છે કોઈને",Kubuddhi Pap Bandhe Chhe Je,https://archive.org/download/KavirajPad/89_12_Kubuddhi%20Paap%20bandhe.mp3,https://archive.org/download/KavirajPadLyrics/89_12_Kubuddhi%20Paap%20bandhe.pdf
482,કુદરતે અમને,Kudarate Amne,https://archive.org/download/KavirajPad/Kudarate%20Amane.mp3,https://archive.org/download/KavirajPadLyrics/CD59-08%20Kudrte%20Amne%20Badashahi%20Didhel.pdf
483,કુદરતના મહેમાન જીવણાં કાળક્રમે,Kudaratna Maheman Jivna Kalkrame,https://archive.org/download/KavirajPad/Kudarat%20Na%20Maheman.mp3,https://archive.org/download/KavirajPadLyrics/Kudaratna%20maheman-10-06.pdf
484,લાગે છે 'દાદા' આવી ગયા છે,Lage Chhe 'Dada' Aavi Gaya Chhe,https://archive.org/download/KavirajPad/Lage%20Chhe%20Dada%20Aavi%20Gaya%20Chhe.mp3,https://archive.org/download/KavirajPadLyrics/Lage%20che%20dada%20aavi%20gaya%20che-29-11.pdf
485,"લાગી 'આ' લગન, મુગ્ધ-મન મગન","Lagi Aa Lagan, Mughdha-Man Magan",https://archive.org/download/KavirajPad/07%20LAGI%20AA%20LAGAN%20MUGDHMAN.mp3,https://archive.org/download/KavirajPadLyrics/Lagi%20aa%20lagan%20%20-63-07.pdf
486,લખ રે ચોરાશીની ભૂલ-ભૂલામણીના ફેરા,Lakh Re Chorashini Bhul-Bhulamanina Fera,https://archive.org/download/KavirajPad/02%20Lakh%20Re%20Chorashi%20Ni.mp3,https://archive.org/download/KavirajPadLyrics/Lakh%20re%20chorashi%20ni%20bhoolbulamani%20na%20fera%20mara-64-02.pdf
487,"લાખની મૂડી તોડી, કરવાને બાર હજાર","Lakhani Mudi Todi, Karavane Bar Hajar",https://archive.org/download/KavirajPad/Lakhni%20Mudi%20Todi%20Nindano.mp3,https://archive.org/download/KavirajPadLyrics/page_0195.pdf
488,"લખાયું છે પૂરવ શાસ્ત્રે, પૂજા થાશે અસંયતિ","Lakhayu Chhe Purav Shastre, Puja Thashe Asamyati",https://archive.org/download/KavirajPad/Lakhayun%20Chhe%20Puravshastre.mp3,https://archive.org/download/KavirajPadLyrics/Lakhayu%20che%20purav%20shastre-13-03.pdf
489,લૌકિક દ્રષ્ટિએ અલૌકિકનું મુલ્યાંકન?,Laukik Drashtiye Aloaukiknu Mulyankan?,https://archive.org/download/KavirajPad/Laukik%20Drashti%20E%20Alaukik%20Nu.mp3,https://archive.org/download/KavirajPadLyrics/Laukik%20Drashtiye%20Aloaukiknu.pdf
